position	samples
30765	N1,P2,N3,P3
30814	N1,P2,N3,P3
30819	N1,P2,N3,P3
30847	N1,P2,N3,P3
30969	N1,P2,N3,P3
30986	N1,P2,N3,P3
30998	N1,P2,N3,P3
31053	N1,P2,N3,P3
31084	N1,P2,N3,P3
31129	N1,P2,N3,P3
31171	N1,P2,N3,P3
31225	N1,P2,N3,P3
31290	N1,P2,N3,P3
31297	N1,P2,N3,P3
31300	N1,P2,N3,P3
31321	N1,P2,N3,P3
31349	N1,P2,N3,P3
31352	N1,P2,N3,P3
31361	N1,P2,N3,P3
31377	N1,P2,N3,P3
31378	N1,P2,N3,P3
31381	N1,P2,N3,P3
31382	N1,P2,N3,P3
31390	N1,P2,N3,P3
31397	N1,P2,N3,P3
31402	N1,P2,N3,P3
31428	N1,P2,N3,P3
31432	N1,P2,N3,P3
31447	N1,P2,N3,P3
31448	N1,P2,N3,P3
31477	N1,P2,N3,P3
31489	N1,P2,N3,P3
31490	N1,P2,N3,P3
31495	N1,P2,N3,P3
31594	N1,P2,N3,P3
31600	N1,P2,N3,P3
31612	N1,P2,N3,P3
31633	N1,P2,N3,P3
31639	N1,P2,N3,P3
31687	N1,P2,N3,P3
31688	N1,P2,N3,P3
31690	N1,P2,N3,P3
31729	N1,P2,N3,P3
31772	N1,P2,N3,P3
31777	N1,P2,N3,P3
31847	N1,P2,N3,P3
31868	N1,P2,N3,P3
31872	N1,P2,N3,P3
31880	N1,P2,N3,P3
31900	N1,P2,N3,P3
31964	N1,P2,N3,P3
32093	N1,P2,N3,P3
32105	N1,P2,N3,P3
32111	N1,P2,N3,P3
32123	N1,P2,N3,P3
32149	N1,P2,N3,P3
32159	N1,P2,N3,P3
32293	N1,P2,N3,P3
32342	N1,P2,N3,P3
32369	N1,P2,N3,P3
32421	N1,P2,N3,P3
32424	N1,P2,N3,P3
32431	N1,P2,N3,P3
32432	N1,P2,N3,P3
32435	N1,P2,N3,P3
32445	N1,P2,N3,P3
32447	N1,P2,N3,P3
32478	N1,P2,N3,P3
32481	N1,P2,N3,P3
32509	N1,P2,N3,P3
32560	N1,P2,N3,P3
32613	N1,P2,N3,P3
32637	N1,P2,N3,P3
32795	N1,P2,N3,P3
32819	N1,P2,N3,P3
33047	N1,P2,N3,P3
33076	N1,P2,N3,P3
33421	N1,P2,N3,P3
33728	N1,P2,N3,P3
33754	N1,P2,N3,P3
33755	N1,P2,N3,P3
33758	N1,P2,N3,P3
33768	N1,P2,N3,P3
33770	N1,P2,N3,P3
33791	N1,P2,N3,P3
33794	N1,P2,N3,P3
33816	N1,P2,N3,P3
33817	N1,P2,N3,P3
33818	N1,P2,N3,P3
33819	N1,P2,N3,P3
33833	N1,N3,P3
33846	N1,P2,N3,P3
33857	N1,P2,N3,P3
33882	N1,P2,N3,P3
33965	N1,P2,N3,P3
33971	N1,P2,N3,P3
34004	N1,P2,N3,P3
34022	N1,P2,N3,P3
34043	N1,P2,N3,P3
34046	N1,P2,N3,P3
34058	N1,P2,N3,P3
34088	N1,P2,N3,P3
34090	N1,P2,N3,P3
34100	N1,P2,N3,P3
34108	N1,P2,N3,P3
34115	N1,P2,N3,P3
34128	N1,P2,N3,P3
34166	N1,P2,N3,P3
34175	N1,P2,N3,P3
34178	N1,P2,N3,P3
34185	N1,P2,N3,P3
34190	N1,P2,N3,P3
34195	N1,P2,N3,P3
34196	N1,P2,N3,P3
34200	N1,P2,N3,P3
34202	N1,P2,N3,P3
34241	N1,P2,N3,P3
34505	N1,P2,N3,P3
34598	N1,P2,N3,P3
34601	N1,P2,N3,P3
34607	N1,P2,N3,P3
34628	N1,P2,N3,P3
34652	N1,P2,N3,P3
34667	N1,P2,N3,P3
34668	N1,P2,N3,P3
34670	N1,P2,N3,P3
34697	N1,P2,N3,P3
34732	N1,P2,N3,P3
34769	N1,P2,N3,P3
34904	N1,P2,N3,P3
34910	N1,P2,N3,P3
34958	N1,P2,N3,P3
35000	N1,P2,N3,P3
35033	N1,P2,N3,P3
35051	N1,P2,N3,P3
35063	N1,P2,N3,P3
35078	N1,P2,N3,P3
35087	N1,P2,N3,P3
35141	N1,P2,N3,P3
35146	N1,P2,N3,P3
35174	N1,P2,N3,P3
35254	N1,P2,N3,P3
35294	N1,P2,N3,P3
35301	N1,P2,N3,P3
35304	N1,P2,N3,P3
35306	N1,P2,N3,P3
35307	N1,P2,N3,P3
35308	N1,P2,N3,P3
35316	N1,P2,N3,P3
35328	N1,P2,N3,P3
35338	N1,P2,N3,P3
35352	N1,P2,N3,P3
35356	N1,P2,N3,P3
35367	N1,P2,N3,P3
35391	N1,P2,N3,P3
35409	N1,P2,N3,P3
35418	N1,P2,N3,P3
35451	N1,P2,N3,P3
35505	N1,P2,N3,P3
35553	N1,P2,N3,P3
35622	N1,P2,N3,P3
35629	N1,P2,N3,P3
35638	N1,P2,N3,P3
35671	N1,P2,N3,P3
35676	N1,P2,N3,P3
35687	N1,P2,N3,P3
35698	N1,P2,N3,P3
35716	N1,P2,N3,P3
35721	N1,P2,N3,P3
35772	N1,P2,N3,P3
35773	N1,P2,N3,P3
35784	N1,P2,N3,P3
35805	N1,P2,N3,P3
35806	N1,P2,N3,P3
35821	N1,P2,N3,P3
35918	N1,P2,N3,P3
35936	N1,P2,N3,P3
35945	N1,P2,N3,P3
35946	N1,P2,N3,P3
35947	N1,P2,N3,P3
35984	N1,P2,N3,P3
36019	N1,P2,N3,P3
36023	N1,P2,N3,P3
36043	N1,P2,N3,P3
36060	N1,P2,N3,P3
36072	N1,P2,N3,P3
36087	N1,P2,N3,P3
36093	N1,P2,N3,P3
36108	N1,P2,N3,P3
36120	N1,P2,N3,P3
36137	N1,P2,N3,P3
36142	N1,P2,N3,P3
36155	N1,P2,N3,P3
36180	N1,P2,N3,P3
36195	N1,P2,N3,P3
36234	N1,P2,N3,P3
36235	N1,P2,N3,P3
36250	N1,P2,N3,P3
36252	N1,P2,N3,P3
36258	N1,P2,N3,P3
36308	N1,P2,N3,P3
36326	N1,P2,N3,P3
36416	N1,P2,N3,P3
36428	N1,P2,N3,P3
36443	N1,P2,N3,P3
36460	N1,P2,N3,P3
36476	N1,P2,N3,P3
36483	N1,P2,N3,P3
36500	N1,P2,N3,P3
36501	N1,P2,N3,P3
36518	N1,P2,N3,P3
36521	N1,P2,N3,P3
36595	N1,P2,N3,P3
36604	N1,P2,N3,P3
36681	N1,P2,N3,P3
36752	N1,P2,N3,P3
36794	N1,P2,N3,P3
36863	N1,P2,N3,P3
36877	N1,P2,N3,P3
36899	N1,P2,N3,P3
36902	N1,P2,N3,P3
36905	N1,P2,N3,P3
36910	N1,P2,N3,P3
36937	N1,P2,N3,P3
36939	N1,P2,N3,P3
36940	N1,P2,N3,P3
36941	N1,P2,N3,P3
36945	N1,P2,N3,P3
36956	P2
36957	P2
36959	P2
36969	P2
36970	P2
37013	N1,P2,N3,P3
37056	N1,P2,N3,P3
37061	N1,P2,N3,P3
37069	N1,P2,N3,P3
37082	N1,P2,N3,P3
37085	N1,P2,N3,P3
37100	N1,P2,N3,P3
37103	N1,P2,N3,P3
37148	N1,P2,N3,P3
37160	N1,P2,N3,P3
37184	N1,P2,N3,P3
37230	N1,P2,N3,P3
37236	N1,P2,N3,P3
37242	N1,P2,N3,P3
37271	N1,P2,N3,P3
37274	N1,P2,N3,P3
37278	N1,P2,N3,P3
37328	N1,P2,N3,P3
37343	N1,P2,N3,P3
37391	N1,P2,N3,P3
37415	N1,P2,N3,P3
37467	N1,P2,N3,P3
37468	N1,P2,N3,P3
37495	N1,P2,N3,P3
37505	N1,P2,N3,P3
37535	N1,P2,N3,P3
37542	N1,P2,N3,P3
37571	N1,P2,N3,P3
37619	N1,P2,N3,P3
37631	N1,P2,N3,P3
37634	N1,P2,N3,P3
37640	N1,P2,N3,P3
37650	N1,P2,N3,P3
37657	N1,P2,N3,P3
37685	N1,P2,N3,P3
37689	N1,P2,N3,P3
37702	N1,P2,N3,P3
37708	N1,P2,N3,P3
37713	N1,P2,N3,P3
37714	N1,P2,N3,P3
37734	N1,P2,N3,P3
37736	N1,P2,N3,P3
37737	N1,P2,N3,P3
37742	N1,P2,N3,P3
37749	N1,P2,N3,P3
37756	N1,P2,N3,P3
37822	N1,P2,N3,P3
37837	N1,P2,N3,P3
37838	N1,P2,N3,P3
37840	N1,P2,N3,P3
37849	N1,P2,N3,P3
37859	N1,P2,N3,P3
37920	N1,P2,N3,P3
37932	N1,P2,N3,P3
37948	N1,P2,N3,P3
37954	N1,P2,N3,P3
37957	N1,P2,N3,P3
37959	N1,P2,N3,P3
37969	N1,P2,N3,P3
37975	N1,P2,N3,P3
37995	N1,P2,N3,P3
38009	N1,P2,N3,P3
38015	N1,P2,N3,P3
38024	N1,P2,N3,P3
38032	N1,P2,N3,P3
38044	N1,P2,N3,P3
38047	N1,P2,N3,P3
38053	N1,P2,N3,P3
38075	N1,P2,N3,P3
38076	N1,P2,N3,P3
38078	N1,P2,N3,P3
38084	N1,P2,N3,P3
38085	N1,P2,N3,P3
38086	N1,P2,N3,P3
38087	N1,P2,N3,P3
38089	N1,P2,N3,P3
38090	N1,P2,N3,P3
38116	N1,P2,N3,P3
38170	N1,P2,N3,P3
38182	N1,P2,N3,P3
38188	N1,P2,N3,P3
38191	N1,P2,N3,P3
38200	N1,P2,N3,P3
38328	N1,P2,N3,P3
38354	N1,P2,N3,P3
38401	N1,P2,N3,P3
38441	N1,P2,N3,P3
38641	N1,P2,N3,P3
38680	N1,P2,N3,P3
38690	N1,P2,N3,P3
38693	N1,P2,N3,P3
38695	N1,P2,N3,P3
38767	N1,P2,N3,P3
38791	N1,P2,N3,P3
38797	N1,P2,N3,P3
38800	N1,P2,N3,P3
38815	N1,P2,N3,P3
38851	N1,P2,N3,P3
38858	N1,P2,N3,P3
38872	N1,P2,N3,P3
38920	N1,P2,N3,P3
38937	N1,P2,N3,P3
38977	N1,P2,N3,P3
38998	N1,P2,N3,P3
39001	N1,P2,N3,P3
39007	N1,P2,N3,P3
39023	N1,P2,N3,P3
39040	N1,P2,N3,P3
39046	N1,P2,N3,P3
39058	N1,P2,N3,P3
39105	N1,P2,N3,P3
39106	N1,P2,N3,P3
39107	N1,P2,N3,P3
39173	N1,P2,N3,P3
39183	N1,P2,N3,P3
39186	N1,P2,N3,P3
39238	N1,P2,N3,P3
39281	N1,P2,N3,P3
39284	N1,P2,N3,P3
39285	N1,P2,N3,P3
39287	N1,P2,N3,P3
39290	N1,P2,N3,P3
39299	N1,P2,N3,P3
39431	N1,P2,N3,P3
39578	N1,P2,N3,P3
39581	N1,P2,N3,P3
39587	N1,P2,N3,P3
39632	N1,P2,N3,P3
39659	N1,P2,N3,P3
39704	N1,P2,N3,P3
39745	N1,P2,N3,P3
39781	N1,P2,N3,P3
39803	N1,P2,N3,P3
39808	N1,P2,N3,P3
39969	N1,P2,N3,P3
39998	N1,P2,N3,P3
40041	N1,P2,N3,P3
40062	N1,P2,N3,P3
40065	N1,P2,N3,P3
40071	N1,P2,N3,P3
40196	N1,P2,N3,P3
40255	N1,P2,N3,P3
40267	N1,P2,N3,P3
40268	N1,P2,N3,P3
40279	N1,P2,N3,P3
40318	N1,P2,N3,P3
40319	N1,P2,N3,P3
40324	N1,P2,N3,P3
40326	N1,P2,N3,P3
40327	N1,P2,N3,P3
40343	N1,P2,N3,P3
40345	N1,P2,N3,P3
40348	N1,P2,N3,P3
40355	N1,P2,N3,P3
40357	N1,P2,N3,P3
40363	N1,P2,N3,P3
40369	N1,P2,N3,P3
40370	N1,P2,N3,P3
40404	N1,P2,N3,P3
40405	N1,P2,N3,P3
40406	N1,P2,N3,P3
40415	N1,P2,N3,P3
40421	N1,P2,N3,P3
40427	N1,P2,N3,P3
40429	N1,P2,N3,P3
40433	N1,P2,N3,P3
40442	N1,P2,N3,P3
40457	N1,P2,N3,P3
40460	N1,P2,N3,P3
40502	N1,P2,N3,P3
40589	N1,P2,N3,P3
40660	N1,P2,N3,P3
40663	N1,P2,N3,P3
40670	N1,P2,N3,P3
40831	N1,P2,N3,P3
40858	N1,P2,N3,P3
40893	N1,P2,N3,P3
41029	N1,P2,N3,P3
41068	N1,P2,N3,P3
41113	N1,P2,N3,P3
41185	N1,P2,N3,P3
41197	N1,P2,N3,P3
41410	N1,P2,N3,P3
41467	N1,P2,N3,P3
41489	N1,N3,P3
41492	N1,N3,P3
41497	N1,N3,P3
41507	N1,N3,P3
41513	N1,N3,P3
41528	N1,N3,P3
41541	N1,N3,P3
41829	N1,P2,N3,P3
41832	N1,P2,N3,P3
41896	N1,P2,N3,P3
41925	N1,P2,N3,P3
41934	N1,P2,N3,P3
42026	N1,P2,N3,P3
42222	N1,P2,N3,P3
42224	N1,P2,N3,P3
42225	N1,P2,N3,P3
42230	N1,P2,N3,P3
42232	N1,P2,N3,P3
42236	N1,P2,N3,P3
42238	N1,P2,N3,P3
42242	N1,P2,N3,P3
42243	N1,P2,N3,P3
42254	N1,P2,N3,P3
42258	N1,P2,N3,P3
42261	N1,P2,N3,P3
42268	N1,P2,N3,P3
42271	N1,P2,N3,P3
42273	N1,P2,N3,P3
42294	N1,P2,N3,P3
42300	N1,P2,N3,P3
42309	N1,P2,N3,P3
42310	N1,P2,N3,P3
42319	N1,P2,N3,P3
42323	N1,P2,N3,P3
42327	N1,P2,N3,P3
42328	N1,P2,N3,P3
42329	N1,P2,N3,P3
42330	N1,P2,N3,P3
42354	N1,P2,N3,P3
42366	P2
42371	N1,P2,N3,P3
42375	N1,P2,N3,P3
42382	N1,P2,N3,P3
42386	N1,P2,N3,P3
42391	N1,P2,N3,P3
42394	N1,P2,N3,P3
42397	N1,P2,N3,P3
42406	N1,P2,N3,P3
42411	N1,P2,N3,P3
42415	N1,P2,N3,P3
42421	N1,P2,N3,P3
42423	N1,P2,N3,P3
42426	N1,P2,N3,P3
42432	N1,P2,N3,P3
42436	N1,P2,N3,P3
42442	N1,P2,N3,P3
42447	N1,P2,N3,P3
42450	N1,P2,N3,P3
42474	N1,P2,N3,P3
42489	N1,P2,N3,P3
42590	N1,P2,N3,P3
42641	N1,P2,N3,P3
42674	N1,P2,N3,P3
42683	N1,P2,N3,P3
42699	N1,P2,N3,P3
42701	N1,P2,N3,P3
42754	N1,P2,N3,P3
42827	N1,P2,N3,P3
42833	N1,P2,N3,P3
42838	N1,P2,N3,P3
42862	N1,P2,N3,P3
42894	N1,P2,N3,P3
42898	N1,P2,N3,P3
42899	N1,P2,N3,P3
42928	N1,P2,N3,P3
42952	N1,P2,N3,P3
43079	N1,P2,N3,P3
43099	N1,P2,N3,P3
43120	N1,P2,N3,P3
43127	N1,P2,N3,P3
43174	N1,P2,N3,P3
43188	N1,P2,N3,P3
43203	N1,P2,N3,P3
43214	N1,P2,N3,P3
43215	N1,P2,N3,P3
43263	N1,P2,N3,P3
43265	N1,P2,N3,P3
43311	N1,P2,N3,P3
43313	N1,P2,N3,P3
43334	N1,P2,N3,P3
43335	N1,P2,N3,P3
43352	N1,P2,N3,P3
43397	N1,P2,N3,P3
43406	N1,P2,N3,P3
43419	N1,P2,N3,P3
43433	N1,P2,N3,P3
43486	N1,P2,N3,P3
43489	N1,P2,N3,P3
43497	N1,P2,N3,P3
43498	N1,P2,N3,P3
43517	N1,P2,N3,P3
43535	N1,P2,N3,P3
43572	N1,P2,N3,P3
43576	N1,P2,N3,P3
43604	N1,P2,N3,P3
43620	N1,P2,N3,P3
43637	N1,P2,N3,P3
43649	N1,P2,N3,P3
43676	N1,P2,N3,P3
43703	N1,P2,N3,P3
43727	N1,P2,N3,P3
43769	N1,P2,N3,P3
43775	N1,P2,N3,P3
43782	N1,P2,N3,P3
43822	N1,P2,N3,P3
43844	N1,P2,N3,P3
43856	N1,P2,N3,P3
43865	N1,P2,N3,P3
43874	N1,P2,N3,P3
43877	N1,P2,N3,P3
43878	N1,P2,N3,P3
43882	N1,P2,N3,P3
43885	N1,P2,N3,P3
43903	N1,P2,N3,P3
43906	N1,P2,N3,P3
43922	N1,P2,N3,P3
43937	N1,P2,N3,P3
43946	N1,P2,N3,P3
43956	N1,P2,N3,P3
43978	N1,P2,N3,P3
44012	N1,P2,N3,P3
44018	N1,P2,N3,P3
44021	N1,P2,N3,P3
44037	N1,P2,N3,P3
44043	N1,P2,N3,P3
44054	N1,P2,N3,P3
44055	N1,P2,N3,P3
44058	N1,P2,N3,P3
44060	N1,P2,N3,P3
44069	N1,P2,N3,P3
44086	N1,P2,N3,P3
44096	N1,P2,N3,P3
44162	N1,P2,N3,P3
44174	N1,P2,N3,P3
44185	N1,P2,N3,P3
44225	N1,P2,N3,P3
44235	N1,P2,N3,P3
44240	N1,P2,N3,P3
44254	N1,P2,N3,P3
44256	N1,P2,N3,P3
44336	N1,P2,N3,P3
44387	N1,P2,N3,P3
44426	N1,P2,N3,P3
44453	N1,P2,N3,P3
44459	N1,P2,N3,P3
44470	N1,P2,N3,P3
44503	N1,P2,N3,P3
44504	N1,P2,N3,P3
44524	N1,P2,N3,P3
44548	N1,P2,N3,P3
44659	N1,P2,N3,P3
44695	N1,P2,N3,P3
44708	N1,P2,N3,P3
44732	N1,P2,N3,P3
44785	N1,P2,N3,P3
44792	N1,P2,N3,P3
44839	N1,P2,N3,P3
44914	N1,P2,N3,P3
44941	N1,P2,N3,P3
44953	N1,P2,N3,P3
44967	N1,P2,N3,P3
44978	N1,P2,N3,P3
44998	N1,P2,N3,P3
45256	N1,P2,N3,P3
45257	N1,P2,N3,P3
45286	N1,P2,N3,P3
45322	N1,P2,N3,P3
45335	N1,P2,N3,P3
45360	N1,P2,N3,P3
45365	N1,P2,N3,P3
45392	N1,P2,N3,P3
45413	N1,P2,N3,P3
45428	N1,P2,N3,P3
45430	N1,P2,N3,P3
45437	N1,P2,N3,P3
45456	N1,P2,N3,P3
45457	N1,P2,N3,P3
45466	N1,P2,N3,P3
45499	N1,P2,N3,P3
45505	N1,P2,N3,P3
45511	N1,P2,N3,P3
45592	N1,P2,N3,P3
45598	N1,P2,N3,P3
45602	N1,P2,N3,P3
45610	N1,P2,N3,P3
45623	N1,P2,N3,P3
45626	N1,P2,N3,P3
45633	N1,P2,N3,P3
45682	N1,P2,N3,P3
45683	N1,P2,N3,P3
45733	N1,P2,N3,P3
45737	N1,P2,N3,P3
45747	N1,P2,N3,P3
45771	N1,P2,N3,P3
45790	N1,P2,N3,P3
45823	N1,P2,N3,P3
45829	N1,P2,N3,P3
45840	N1,P2,N3,P3
45843	N1,P2,N3,P3
45870	N1,P2,N3,P3
45872	N1,P2,N3,P3
45879	N1,P2,N3,P3
45893	N1,P2,N3,P3
45921	N1,P2,N3,P3
45922	N1,P2,N3,P3
45951	N1,P2,N3,P3
45967	N1,P2,N3,P3
45973	N1,P2,N3,P3
46014	N1,P2,N3,P3
46023	N1,P2,N3,P3
46027	N1,P2,N3,P3
46068	N1,P2,N3,P3
46074	N1,P2,N3,P3
46075	N1,P2,N3,P3
46083	N1,P2,N3,P3
46090	N1,P2,N3,P3
46091	N1,P2,N3,P3
46113	N1,P2,N3,P3
46159	N1,P2,N3,P3
46173	N1,P2,N3,P3
46185	N1,P2,N3,P3
46186	N1,P2,N3,P3
46196	N1,P2,N3,P3
46215	N1,P2,N3,P3
46242	N1,P2,N3,P3
46257	N1,P2,N3,P3
46350	P2
46416	N1,P2,N3,P3
46479	N1,P2,N3,P3
46489	N1,P2,N3,P3
46495	N1,P2,N3,P3
46521	N1,P2,N3,P3
46560	N1,P2,N3,P3
46561	N1,P2,N3,P3
46588	N1,P2,N3,P3
46599	N1,P2,N3,P3
47105	N1,P2,N3,P3
47107	N1,P2,N3,P3
47141	N1,P2,N3,P3
47153	N1,P2,N3,P3
47210	N1,N3,P3
47213	N1,N3,P3
47237	N1,N3,P3
47251	N1,N3,P3
47279	N1,N3,P3
47282	N1,N3,P3
47291	N1,N3,P3
47300	N1,N3,P3
47324	N1,N3,P3
47325	N1,N3,P3
47403	N1,P2,N3,P3
47405	N1,P2,N3,P3
47416	N1,P2,N3,P3
47419	N1,P2,N3,P3
47431	N1,P2,N3,P3
47454	N1,P2,N3,P3
47469	N1,P2,N3,P3
47470	N1,P2,N3,P3
47472	N1,P2,N3,P3
47503	N1,P2,N3,P3
47504	N1,P2,N3,P3
47505	N1,P2,N3,P3
47510	N1,P2,N3,P3
47516	N1,P2,N3,P3
47558	N1,P2,N3,P3
47559	N1,P2,N3,P3
47577	N1,P2,N3,P3
47593	N1,P2,N3,P3
47594	N1,P2,N3,P3
47602	N1,P2,N3,P3
47604	N1,P2,N3,P3
47610	N1,P2,N3,P3
47611	N1,P2,N3,P3
47621	N1,P2,N3,P3
47655	N1,P2,N3,P3
47706	N1,P2,N3,P3
47715	N1,N3,P3
47730	N1,P2,N3,P3
47734	N1,P2,N3,P3
47737	N1,P2,N3,P3
47751	N1,P2,N3,P3
47755	N1,P2,N3,P3
47766	N1,P2,N3,P3
47778	N1,P2,N3,P3
47787	N1,P2,N3,P3
47805	N1,P2,N3,P3
47821	N1,P2,N3,P3
47829	N1,P2,N3,P3
47832	N1,P2,N3,P3
47861	N1,P2,N3,P3
47865	N1,P2,N3,P3
47874	N1,P2,N3,P3
47896	N1,P2,N3,P3
47904	N1,P2,N3,P3
47908	N1,P2,N3,P3
47910	N1,P2,N3,P3
47911	N1,P2,N3,P3
47928	N1,P2,N3,P3
47955	N1,P2,N3,P3
47956	N1,P2,N3,P3
47962	N1,P2,N3,P3
47975	N1,P2,N3,P3
47983	N1,P2,N3,P3
47994	N1,P2,N3,P3
47995	N1,P2,N3,P3
48006	N1,P2,N3,P3
48024	N1,P2,N3,P3
48033	N1,P2,N3,P3
48042	N1,P2,N3,P3
48045	N1,P2,N3,P3
48060	N1,P2,N3,P3
48063	N1,P2,N3,P3
48064	N1,P2,N3,P3
48070	N1,P2,N3,P3
48099	N1,P2,N3,P3
48105	N1,P2,N3,P3
48108	N1,P2,N3,P3
48114	N1,P2,N3,P3
48132	N1,P2,N3,P3
48171	N1,P2,N3,P3
48186	N1,P2,N3,P3
48189	N1,P2,N3,P3
48192	N1,P2,N3,P3
48207	N1,P2,N3,P3
48228	N1,P2,N3,P3
48237	N1,P2,N3,P3
48240	N1,P2,N3,P3
48275	N1,P2,N3,P3
48287	N1,P2,N3,P3
48308	N1,P2,N3,P3
48326	N1,P2,N3,P3
48330	N1,P2,N3,P3
48345	N1,P2,N3,P3
48350	N1,P2,N3,P3
48362	N1,P2,N3,P3
48366	N1,P2,N3,P3
48376	N1,P2,N3,P3
48383	N1,P2,N3,P3
48392	N1,P2,N3,P3
48395	N1,P2,N3,P3
48420	N1,P2,N3,P3
48441	N1,P2,N3,P3
48455	N1,P2,N3,P3
48479	N1,P2,N3,P3
48485	N1,P2,N3,P3
48488	N1,P2,N3,P3
48540	N1,P2,N3,P3
48560	N1,P2,N3,P3
48581	N1,P2,N3,P3
48609	N1,P2,N3,P3
48614	N1,P2,N3,P3
48632	N1,P2,N3,P3
48656	N1,P2,N3,P3
48671	N1,P2,N3,P3
48686	N1,P2,N3,P3
48689	N1,P2,N3,P3
48696	N1,P2,N3,P3
48697	N1,P2,N3,P3
48699	N1,P2,N3,P3
48722	N1,P2,N3,P3
48728	N1,P2,N3,P3
48761	N1,P2,N3,P3
48765	N1,P2,N3,P3
48776	N1,P2,N3,P3
48785	N1,P2,N3,P3
48804	N1,P2,N3,P3
48809	N1,P2,N3,P3
48812	N1,P2,N3,P3
48827	N1,P2,N3,P3
48851	N1,P2,N3,P3
48862	N1,P2,N3,P3
48870	N1,P2,N3,P3
48871	N1,P2,N3,P3
48951	P2
49015	N1,P2,N3,P3
49086	N1,P2,N3,P3
49152	N1,P2,N3,P3
49182	N1,P2,N3,P3
49192	N1,P2,N3,P3
49200	N1,P2,N3,P3
49228	N1,P2,N3,P3
49251	N1,P2,N3,P3
49257	N1,P2,N3,P3
49275	N1,P2,N3,P3
49290	N1,P2,N3,P3
49304	N1,P2,N3,P3
49314	N1,P2,N3,P3
49335	N1,P2,N3,P3
49365	N1,P2,N3,P3
49366	N1,P2,N3,P3
49378	N1,P2,N3,P3
49416	N1,P2,N3,P3
49419	N1,P2,N3,P3
49451	N1,P2,N3,P3
49452	N1,P2,N3,P3
49454	N1,P2,N3
49602	N1,P2,N3,P3
49603	N1,P2,N3,P3
49617	N1,P2,N3,P3
49656	N1,P2,N3,P3
49657	N1,P2,N3,P3
49659	N1,P2,N3,P3
49663	N1,P2,N3,P3
49671	N1,P2,N3,P3
49680	N1,P2,N3,P3
49692	N1,P2,N3,P3
49695	N1,P2,N3,P3
49725	N1,P2,N3,P3
49732	N1,P2,N3,P3
49793	N1,P2,N3,P3
49892	N1,P2,N3,P3
49915	N1,P2,N3,P3
49942	N1,P2,N3,P3
49963	N1,P2,N3,P3
49975	N1,P2,N3,P3
49988	N1,P2,N3,P3
50071	N1,P2,N3,P3
50095	N1,P2,N3,P3
50098	N1,P2,N3,P3
50113	N1,P2,N3,P3
50125	N1,P2,N3,P3
50134	N1,P2,N3,P3
50149	N1,P2,N3,P3
50152	N1,P2,N3,P3
50155	N1,P2,N3,P3
50158	N1,P2,N3,P3
50170	N1,P2,N3,P3
50173	N1,P2,N3,P3
50177	N1,P2,N3,P3
50191	N1,P2,N3,P3
50196	N1,P2,N3,P3
50197	N1,P2,N3,P3
50199	N1,P2,N3,P3
50215	N1,P2,N3,P3
50230	N1,P2,N3,P3
50233	N1,P2,N3,P3
50238	N1,P2,N3,P3
50244	N1,P2,N3,P3
50258	N1,P2,N3,P3
50261	N1,P2,N3,P3
50262	N1,P2,N3,P3
50266	N1,P2,N3,P3
50267	N1,P2,N3,P3
50273	N1,P2,N3,P3
50413	N1,P2,N3,P3
50497	N1,P2,N3,P3
50545	N1,P2,N3,P3
50554	N1,P2,N3,P3
50560	N1,P2,N3,P3
50563	N1,P2,N3,P3
50578	N1,P2,N3,P3
50584	N1,P2,N3,P3
50587	N1,P2,N3,P3
50590	N1,P2,N3,P3
50594	N1,P2,N3,P3
50605	N1,P2,N3,P3
50635	N1,P2,N3,P3
50665	N1,P2,N3,P3
50670	N1,P2,N3,P3
50701	N1,P2,N3,P3
50749	N1,P2,N3,P3
50773	P2
50776	P2
50794	P2
51011	N1,P2,N3,P3
51022	N1,P2,N3,P3
51027	N1,P2,N3,P3
51033	N1,P2,N3,P3
51040	N1,P2,N3,P3
51069	N1,P2,N3,P3
51088	N1,P2,N3,P3
51102	N1,P2,N3,P3
51105	N1,P2,N3,P3
51129	N1,P2,N3,P3
51142	N1,P2,N3,P3
51143	N1,P2,N3,P3
51167	N1,P2,N3,P3
51168	N1,P2,N3,P3
51169	N1,P2,N3,P3
51171	N1,P2,N3,P3
51181	P2
51182	P2
51196	P2
51197	P2
51200	P2
51201	P2
51204	P2
51219	P2
51261	N1,P2,N3,P3
51330	N1,P2,N3,P3
51339	N1,P2,N3,P3
51346	N1,P2,N3,P3
51360	N1,P2,N3,P3
51393	N1,P2,N3,P3
51411	N1,P2,N3,P3
51534	N1,P2,N3,P3
51540	N1,P2,N3,P3
51552	N1,P2,N3,P3
51564	N1,P2,N3,P3
51570	N1,P2,N3,P3
51576	N1,P2,N3,P3
51585	N1,P2,N3,P3
51596	N1,P2,N3,P3
51600	N1,P2,N3,P3
51609	N1,P2,N3,P3
51615	N1,P2,N3,P3
51617	N1,P2,N3,P3
51624	N1,P2,N3,P3
51651	N1,P2,N3,P3
51742	N1,P2,N3,P3
52080	N1,P2,N3,P3
52108	N1,P2,N3,P3
52116	N1,P2,N3,P3
52194	N1,P2,N3,P3
52218	N1,P2,N3,P3
52238	N1,P2,N3,P3
52296	N1,P2,N3,P3
52819	N1,P2,N3,P3
52884	N1,P2,N3,P3
53196	N1,P2,N3,P3
53197	N1,P2,N3,P3
